Type_of_Security,spread,predicted_cpr_mean,predicted_cpr_p25,predicted_cpr_p75,dCPR_dspread,n_obs
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
15yr TBA Eligible,-1.342,0.2538141310791993,0.12678546818023495,0.39222484629372056,,7465
