Type_of_Security,spread,predicted_cpr_mean,dCPR_dspread
20yr TBA Eligible,1.1885396202531653,1.0204308628231253,0.9897941490664577
20yr TBA Eligible,1.2575126582278489,1.0883297241653707,0.9662002094020297
20yr TBA Eligible,1.3264856962025324,1.153714390291592,0.915682212604362
20yr TBA Eligible,1.395458734177216,1.2146444922107766,0.8362822086147226
20yr TBA Eligible,1.4644317721518996,1.2690762393562631,0.7285394796252618
20yr TBA Eligible,1.5334048101265831,1.3151436545992754,0.6052265718624774
20yr TBA Eligible,1.6023778481012667,1.3525648700049795,0.4849027799482055
20yr TBA Eligible,1.6713508860759503,1.3820340903100699,0.3769580044481131
20yr TBA Eligible,1.7403239240506339,1.4045647475163008,0.28544716773140166
20yr TBA Eligible,1.8092969620253174,1.4214104069894775,0.21333474248983642
