Type_of_Security,spread,pred_logit,pred_smm,pred_cpr_pct
15yr TBA Eligible,-0.23232323232323226,-4.884102654230589,0.007509096803840416,8.647924589804035
15yr TBA Eligible,-0.18181818181818188,-4.865620939123046,0.007648096904830133,8.801334615387567
15yr TBA Eligible,-0.13131313131313127,-4.8471080618900775,0.007789890682392058,8.957584577797917
15yr TBA Eligible,-0.08080808080808088,-4.828567964402978,0.007934506524781709,9.116691519089848
15yr TBA Eligible,-0.030303030303030276,-4.810004588533043,0.008081971840562557,9.278670958183966
15yr TBA Eligible,0.020202020202020332,-4.791421876151565,0.008232312975953126,9.443536802219265
15yr TBA Eligible,0.0707070707070705,-4.7728237691298405,0.008385555129567204,9.611301256476901
15yr TBA Eligible,0.1212121212121211,-4.754214209339161,0.008541722264562384,9.781974732989362
15yr TBA Eligible,0.1717171717171717,-4.7355971386508235,0.008700837018219386,9.955565757961239
15yr TBA Eligible,0.22222222222222232,-4.716976498936121,0.008862920608982694,10.132080878140837
15yr TBA Eligible,0.2727272727272725,-4.698356232066348,0.009027992741000914,10.311524566285502
15yr TBA Eligible,0.3232323232323231,-4.6797402799127985,0.009196071506214182,10.493899125882155
15yr TBA Eligible,0.3737373737373737,-4.661132584346767,0.009367173284044739,10.679204595287183
15yr TBA Eligible,0.4242424242424243,-4.642537087239548,0.009541312638756357,10.86743865146379
15yr TBA Eligible,0.4747474747474749,-4.623957730462434,0.00971850221455811,11.058596513507101
15yr TBA Eligible,0.5252525252525251,-4.605398455886722,0.00989875262853803,11.252670846151002
15yr TBA Eligible,0.5757575757575757,-4.586863205383705,0.01008207236152311,11.449651663466586
15yr TBA Eligible,0.6262626262626263,-4.5683559208246765,0.010268467646972685,11.649526232968343
15yr TBA Eligible,0.6767676767676769,-4.549880544080931,0.010457942358023845,11.852278980354702
15yr TBA Eligible,0.7272727272727271,-4.531441017023765,0.010650497892818998,12.057891395115416
15yr TBA Eligible,0.7777777777777777,-4.51304128152447,0.010846133058257837,12.266341937252323
15yr TBA Eligible,0.8282828282828283,-4.494685279454341,0.011044843952327988,12.47760594536066
15yr TBA Eligible,0.8787878787878789,-4.476376952684673,0.01124662384518143,12.69165554633136
15yr TBA Eligible,0.9292929292929291,-4.458120243086759,0.011451463059136404,12.90845956693688
15yr TBA Eligible,0.9797979797979797,-4.439919092531895,0.011659348847797514,13.127983447571756
15yr TBA Eligible,1.0303030303030303,-4.421777442891373,0.011870265274500073,13.350189158422454
15yr TBA Eligible,1.0808080808080809,-4.40369923603649,0.012084193090297792,13.57503511834597
15yr TBA Eligible,1.131313131313131,-4.385688413838539,0.012301109611726816,13.802476116739037
15yr TBA Eligible,1.1818181818181817,-4.367748918168813,0.01252098859859198,14.032463238683512
15yr TBA Eligible,1.2323232323232323,-4.349884690898607,0.012743800132035419,14.264943793652519
15yr TBA Eligible,1.2828282828282829,-4.332099673899216,0.012969510493160597,14.499861248064006
15yr TBA Eligible,1.3333333333333335,-4.314397809041935,0.013198082042498603,14.737155161967175
15yr TBA Eligible,1.3838383838383836,-4.296783038198057,0.013429473100616837,14.97676113014309
15yr TBA Eligible,1.4343434343434343,-4.279259303238875,0.013663637830183121,15.218610727899707
15yr TBA Eligible,1.4848484848484849,-4.261830546035686,0.01390052611981154,15.462631461835464
15yr TBA Eligible,1.5353535353535355,-4.244500708459782,0.014140083470028883,15.70874672584056
15yr TBA Eligible,1.5858585858585856,-4.227273732382459,0.014382250881712268,15.956875762596168
15yr TBA Eligible,1.6363636363636362,-4.21015355967501,0.014626964747361361,16.206933630825958
15yr TBA Eligible,1.6868686868686869,-4.1931441322087295,0.014874156745578985,16.458831178541
15yr TBA Eligible,1.7373737373737375,-4.176249391854912,0.015123753739145275,16.712475022510475
15yr TBA Eligible,1.7878787878787876,-4.159473280484852,0.015375677677080736,16.967767534177803
15yr TBA Eligible,1.8383838383838382,-4.142819739969844,0.015629845501102572,17.22460683222672
15yr TBA Eligible,1.8888888888888888,-4.126292712181181,0.015886169056887937,17.482886781987073
15yr TBA Eligible,1.9393939393939394,-4.109896138990159,0.016144555010565272,17.74249700185635
15yr TBA Eligible,1.9898989898989896,-4.09363396226807,0.016404904770862084,18.003322876891282
